Mesure complète MiCS6814 + BME690 + SCD41 + SDS011
Date: 2026-03-27 22:17:47
RED_R0=393643.25
OX_R0=12887.26
NH3_R0=144596.18

428s | CO:3.375180936766778 | NO2:0.44614705197537274 | NH3:0.12453417182552431 | CO2:350 | T:15.09 | H:51.13 | P:1019.13 | GAS:6550.9 | PM25:3.2 | PM10:4.4
429s | CO:3.3862641779605536 | NO2:0.44433455260500604 | NH3:0.1235709213559674 | CO2:350 | T:15.1 | H:51.095 | P:1019.12 | GAS:6554.9 | PM25:3.2 | PM10:4.3
430s | CO:3.375180936766778 | NO2:0.44433455260500604 | NH3:0.1235709213559674 | CO2:350 | T:15.11 | H:51.034 | P:1019.12 | GAS:6550.9 | PM25:3.2 | PM10:4.0
431s | CO:3.364111002039815 | NO2:0.4520786657560042 | NH3:0.12070753469754356 | CO2:350 | T:15.12 | H:51.048 | P:1019.12 | GAS:6543.1 | PM25:3.3 | PM10:4.1
432s | CO:3.364111002039815 | NO2:0.4447871246316043 | NH3:0.12309094707778849 | CO2:350 | T:15.13 | H:51.037 | P:1019.13 | GAS:6527.4 | PM25:3.1 | PM10:4.0
433s | CO:3.342011042099268 | NO2:0.44343051148932355 | NH3:0.12309094707778849 | CO2:353 | T:15.14 | H:50.977 | P:1019.14 | GAS:6550.9 | PM25:3.1 | PM10:3.9
434s | CO:3.3309810120523182 | NO2:0.4470555174299576 | NH3:0.12213429410648015 | CO2:353 | T:15.16 | H:50.979 | P:1019.15 | GAS:6543.1 | PM25:3.2 | PM10:4.0
435s | CO:3.31996427880585 | NO2:0.44614705197537274 | NH3:0.12213429410648015 | CO2:353 | T:15.17 | H:50.956 | P:1019.16 | GAS:6547.0 | PM25:3.1 | PM10:4.0
436s | CO:3.286993837037495 | NO2:0.4552988345104759 | NH3:0.11788348390596025 | CO2:353 | T:15.19 | H:50.946 | P:1019.16 | GAS:6531.3 | PM25:3.1 | PM10:3.9
437s | CO:3.3089608400542603 | NO2:0.44433455260500604 | NH3:0.12118202683820747 | CO2:353 | T:15.2 | H:50.935 | P:1019.17 | GAS:6519.6 | PM25:3.2 | PM10:3.9
438s | CO:3.3089608400542603 | NO2:0.4438823483736346 | NH3:0.12070753469754356 | CO2:356 | T:15.2 | H:50.91 | P:1019.17 | GAS:6519.6 | PM25:3.2 | PM10:4.2
439s | CO:3.297970693536732 | NO2:0.4420772004479975 | NH3:0.12070753469754356 | CO2:356 | T:15.2 | H:50.996 | P:1019.18 | GAS:6523.5 | PM25:3.2 | PM10:4.1
440s | CO:3.2214116700691617 | NO2:0.4493331727550498 | NH3:0.11741661415438615 | CO2:356 | T:15.2 | H:51.008 | P:1019.18 | GAS:6519.6 | PM25:3.2 | PM10:4.0
441s | CO:3.3309810120523182 | NO2:0.44614705197537274 | NH3:0.11788348390596025 | CO2:356 | T:15.19 | H:51.056 | P:1019.19 | GAS:6550.9 | PM25:3.2 | PM10:4.0
443s | CO:3.3530543712968983 | NO2:0.44569337386679503 | NH3:0.12023413521308328 | CO2:356 | T:15.17 | H:50.98 | P:1019.19 | GAS:6594.4 | PM25:3.2 | PM10:4.0
444s | CO:3.4307302585866064 | NO2:0.4497898203177767 | NH3:0.12165761288907852 | CO2:353 | T:15.16 | H:50.967 | P:1019.19 | GAS:6586.5 | PM25:3.3 | PM10:4.2
445s | CO:3.4195937658256197 | NO2:0.4534564756657043 | NH3:0.12118202683820747 | CO2:353 | T:15.15 | H:50.892 | P:1019.19 | GAS:6590.5 | PM25:3.3 | PM10:4.3
446s | CO:3.364111002039815 | NO2:0.46554094540394503 | NH3:0.11555996223454117 | CO2:353 | T:15.14 | H:50.793 | P:1019.2 | GAS:6586.5 | PM25:3.4 | PM10:4.6
447s | CO:3.364111002039815 | NO2:0.45576036999109626 | NH3:0.11976182713314358 | CO2:353 | T:15.13 | H:50.693 | P:1019.22 | GAS:6578.5 | PM25:3.4 | PM10:5.1
448s | CO:3.31996427880585 | NO2:0.4707323274548172 | NH3:0.11555996223454117 | CO2:353 | T:15.11 | H:50.716 | P:1019.23 | GAS:6590.5 | PM25:3.4 | PM10:5.1
449s | CO:3.375180936766778 | NO2:0.45622228471204584 | NH3:0.12070753469754356 | CO2:356 | T:15.1 | H:50.752 | P:1019.23 | GAS:6590.5 | PM25:3.4 | PM10:5.1
450s | CO:3.3089608400542603 | NO2:0.46789478725991046 | NH3:0.11602250361794562 | CO2:356 | T:15.08 | H:50.823 | P:1019.24 | GAS:6626.4 | PM25:3.4 | PM10:5.0
451s | CO:3.364111002039815 | NO2:0.4650713466436121 | NH3:0.11835143883834918 | CO2:356 | T:15.06 | H:50.821 | P:1019.24 | GAS:6614.4 | PM25:3.5 | PM10:5.6
452s | CO:3.3309810120523182 | NO2:0.4566845791409453 | NH3:0.12070753469754356 | CO2:356 | T:15.04 | H:50.88 | P:1019.25 | GAS:6654.7 | PM25:3.5 | PM10:5.7
453s | CO:3.3530543712968983 | NO2:0.45576036999109626 | NH3:0.12070753469754356 | CO2:356 | T:15.02 | H:50.963 | P:1019.26 | GAS:6642.6 | PM25:3.4 | PM10:5.6
454s | CO:3.3309810120523182 | NO2:0.45622228471204584 | NH3:0.11976182713314358 | CO2:375 | T:15.0 | H:50.998 | P:1019.27 | GAS:6654.7 | PM25:3.4 | PM10:6.0
455s | CO:3.2650799854571173 | NO2:0.45116200422098884 | NH3:0.11509849986591707 | CO2:375 | T:14.99 | H:50.984 | P:1019.28 | GAS:6654.7 | PM25:3.4 | PM10:6.2
456s | CO:3.3530543712968983 | NO2:0.4571472537461843 | NH3:0.11929060920835699 | CO2:375 | T:14.97 | H:50.994 | P:1019.3 | GAS:6683.2 | PM25:3.4 | PM10:6.2
458s | CO:3.364111002039815 | NO2:0.45576036999109626 | NH3:0.12023413521308328 | CO2:375 | T:14.95 | H:50.955 | P:1019.33 | GAS:6683.2 | PM25:3.4 | PM10:6.4
459s | CO:3.3089608400542603 | NO2:0.45807374536309475 | NH3:0.11976182713314358 | CO2:375 | T:14.92 | H:51.0 | P:1019.35 | GAS:6658.8 | PM25:3.3 | PM10:6.6
460s | CO:3.297970693536732 | NO2:0.46836672864199536 | NH3:0.11509849986591707 | CO2:368 | T:14.91 | H:51.122 | P:1019.37 | GAS:6691.4 | PM25:3.3 | PM10:6.5
461s | CO:3.297970693536732 | NO2:0.47168132569576265 | NH3:0.11417880727007282 | CO2:368 | T:14.91 | H:51.183 | P:1019.39 | GAS:6691.4 | PM25:3.3 | PM10:6.5
462s | CO:3.3309810120523182 | NO2:0.4631968341881449 | NH3:0.11882048019167175 | CO2:368 | T:14.9 | H:51.231 | P:1019.41 | GAS:6671.0 | PM25:3.4 | PM10:6.5
463s | CO:3.342011042099268 | NO2:0.46366488087755287 | NH3:0.11788348390596025 | CO2:368 | T:14.9 | H:51.194 | P:1019.43 | GAS:6695.5 | PM25:3.3 | PM10:6.4
464s | CO:3.3309810120523182 | NO2:0.4650713466436121 | NH3:0.11741661415438615 | CO2:368 | T:14.9 | H:51.243 | P:1019.46 | GAS:6691.4 | PM25:3.4 | PM10:6.5
465s | CO:3.297970693536732 | NO2:0.47933060963032675 | NH3:0.11417880727007282 | CO2:366 | T:14.9 | H:51.28 | P:1019.48 | GAS:6707.8 | PM25:3.4 | PM10:6.5
466s | CO:3.2323088304417347 | NO2:0.4707323274548172 | NH3:0.11189837297850032 | CO2:366 | T:14.9 | H:51.292 | P:1019.51 | GAS:6666.9 | PM25:3.4 | PM10:6.8
467s | CO:3.1996571748362777 | NO2:0.47168132569576265 | NH3:0.1114454987736022 | CO2:366 | T:14.91 | H:51.269 | P:1019.53 | GAS:6703.7 | PM25:3.4 | PM10:6.7
468s | CO:3.210527785483244 | NO2:0.47549318156369735 | NH3:0.11054295333953883 | CO2:366 | T:14.92 | H:51.16 | P:1019.55 | GAS:6671.0 | PM25:3.4 | PM10:6.8
469s | CO:3.210527785483244 | NO2:0.47215641794013596 | NH3:0.11099369262918718 | CO2:366 | T:14.92 | H:51.135 | P:1019.57 | GAS:6691.4 | PM25:3.3 | PM10:6.8
470s | CO:3.1563074363346746 | NO2:0.48125899378896686 | NH3:0.10830521767214617 | CO2:374 | T:14.93 | H:51.05 | P:1019.58 | GAS:6699.6 | PM25:3.5 | PM10:7.0
471s | CO:3.31996427880585 | NO2:0.47120662903194255 | NH3:0.11463811528576506 | CO2:374 | T:14.93 | H:51.136 | P:1019.6 | GAS:6646.6 | PM25:3.4 | PM10:7.0
473s | CO:3.31996427880585 | NO2:0.4707323274548172 | NH3:0.11463811528576506 | CO2:374 | T:14.94 | H:51.174 | P:1019.62 | GAS:6658.8 | PM25:3.4 | PM10:7.2
474s | CO:3.31996427880585 | NO2:0.4745378302130803 | NH3:0.11417880727007282 | CO2:374 | T:14.95 | H:51.273 | P:1019.65 | GAS:6675.0 | PM25:3.4 | PM10:7.3
475s | CO:3.342011042099268 | NO2:0.4865956138735579 | NH3:0.1114454987736022 | CO2:374 | T:14.95 | H:51.286 | P:1019.66 | GAS:6683.2 | PM25:3.4 | PM10:7.7
476s | CO:3.342011042099268 | NO2:0.4769292065541123 | NH3:0.11417880727007282 | CO2:375 | T:14.94 | H:51.211 | P:1019.67 | GAS:6675.0 | PM25:3.3 | PM10:7.3
477s | CO:3.3089608400542603 | NO2:0.4831938680920197 | NH3:0.1128073304040187 | CO2:375 | T:14.94 | H:51.113 | P:1019.69 | GAS:6687.3 | PM25:3.3 | PM10:7.3
478s | CO:3.297970693536732 | NO2:0.48222561762636845 | NH3:0.11235231645187924 | CO2:375 | T:14.94 | H:51.113 | P:1019.71 | GAS:6671.0 | PM25:3.2 | PM10:7.1
479s | CO:3.3089608400542603 | NO2:0.4817421026354329 | NH3:0.1128073304040187 | CO2:375 | T:14.94 | H:50.978 | P:1019.73 | GAS:6683.2 | PM25:3.2 | PM10:6.5
480s | CO:3.2650799854571173 | NO2:0.4934597477638094 | NH3:0.10919712457620093 | CO2:375 | T:14.95 | H:50.979 | P:1019.77 | GAS:6675.0 | PM25:3.2 | PM10:6.4
481s | CO:3.31996427880585 | NO2:0.48125899378896686 | NH3:0.1128073304040187 | CO2:374 | T:14.96 | H:50.956 | P:1019.79 | GAS:6691.4 | PM25:3.1 | PM10:6.4
482s | CO:3.31996427880585 | NO2:0.48125899378896686 | NH3:0.1128073304040187 | CO2:374 | T:14.96 | H:50.944 | P:1019.79 | GAS:6703.7 | PM25:3.1 | PM10:6.6
483s | CO:3.3309810120523182 | NO2:0.48125899378896686 | NH3:0.1128073304040187 | CO2:374 | T:14.95 | H:50.918 | P:1019.8 | GAS:6716.1 | PM25:3.1 | PM10:6.1
484s | CO:3.3089608400542603 | NO2:0.4924741669253325 | NH3:0.10919712457620093 | CO2:374 | T:14.94 | H:50.917 | P:1019.81 | GAS:6724.3 | PM25:3.1 | PM10:6.0
485s | CO:3.3309810120523182 | NO2:0.48513526535943163 | NH3:0.11235231645187924 | CO2:374 | T:14.93 | H:50.977 | P:1019.83 | GAS:6728.5 | PM25:3.1 | PM10:6.0
486s | CO:3.31996427880585 | NO2:0.4827095392741507 | NH3:0.1128073304040187 | CO2:372 | T:14.92 | H:51.0 | P:1019.85 | GAS:6732.6 | PM25:3.2 | PM10:5.6
487s | CO:3.31996427880585 | NO2:0.48416374929529726 | NH3:0.1114454987736022 | CO2:372 | T:14.92 | H:50.976 | P:1019.85 | GAS:6716.1 | PM25:3.1 | PM10:5.6
489s | CO:3.31996427880585 | NO2:0.4836786045940787 | NH3:0.11235231645187924 | CO2:372 | T:14.91 | H:51.048 | P:1019.86 | GAS:6736.8 | PM25:3.2 | PM10:5.6
490s | CO:3.2214116700691617 | NO2:0.49841285862725354 | NH3:0.10875064069400638 | CO2:372 | T:14.9 | H:51.01 | P:1019.88 | GAS:6745.1 | PM25:3.2 | PM10:5.5
491s | CO:3.286993837037495 | NO2:0.4861084204215655 | NH3:0.11054295333953883 | CO2:372 | T:14.89 | H:51.009 | P:1019.9 | GAS:6707.8 | PM25:3.2 | PM10:5.2
492s | CO:3.286993837037495 | NO2:0.4846493027115127 | NH3:0.10964467051306807 | CO2:370 | T:14.89 | H:51.07 | P:1019.92 | GAS:6736.8 | PM25:3.3 | PM10:6.1
493s | CO:3.297970693536732 | NO2:0.48416374929529726 | NH3:0.11054295333953883 | CO2:370 | T:14.88 | H:50.996 | P:1019.95 | GAS:6766.0 | PM25:3.2 | PM10:6.2
494s | CO:3.2432192684954706 | NO2:0.4949412604819104 | NH3:0.10609397382485335 | CO2:370 | T:14.88 | H:51.008 | P:1019.97 | GAS:6770.2 | PM25:3.2 | PM10:6.2
495s | CO:3.286993837037495 | NO2:0.4870832186328123 | NH3:0.10875064069400638 | CO2:370 | T:14.87 | H:51.031 | P:1019.99 | GAS:6757.6 | PM25:3.2 | PM10:6.2
496s | CO:3.2760302683859885 | NO2:0.4870832186328123 | NH3:0.10875064069400638 | CO2:370 | T:14.87 | H:51.043 | P:1020.01 | GAS:6770.2 | PM25:3.1 | PM10:6.3
497s | CO:3.2650799854571173 | NO2:0.4870832186328123 | NH3:0.10786085431855179 | CO2:372 | T:14.86 | H:51.043 | P:1020.04 | GAS:6766.0 | PM25:3.1 | PM10:6.3
498s | CO:3.297970693536732 | NO2:0.4880596641583156 | NH3:0.10786085431855179 | CO2:372 | T:14.86 | H:51.104 | P:1020.06 | GAS:6761.8 | PM25:3.0 | PM10:6.0
499s | CO:3.1996571748362777 | NO2:0.4949412604819104 | NH3:0.10304245687115407 | CO2:372 | T:14.87 | H:51.068 | P:1020.08 | GAS:6757.6 | PM25:3.0 | PM10:6.1
500s | CO:3.297970693536732 | NO2:0.4870832186328123 | NH3:0.10830521767214617 | CO2:372 | T:14.87 | H:51.043 | P:1020.1 | GAS:6782.8 | PM25:3.0 | PM10:6.2
501s | CO:3.475409452599649 | NO2:0.4924741669253325 | NH3:0.10609397382485335 | CO2:372 | T:14.88 | H:51.033 | P:1020.12 | GAS:6749.3 | PM25:3.0 | PM10:6.2
502s | CO:3.297970693536732 | NO2:0.4900175138831711 | NH3:0.10741754944342435 | CO2:374 | T:14.88 | H:51.069 | P:1020.14 | GAS:6757.6 | PM25:2.9 | PM10:5.7
504s | CO:3.2541429861714617 | NO2:0.5004059464486497 | NH3:0.10347524190252323 | CO2:374 | T:14.89 | H:50.997 | P:1020.17 | GAS:6778.6 | PM25:2.9 | PM10:5.7
505s | CO:3.342011042099268 | NO2:0.49296674826929776 | NH3:0.10786085431855179 | CO2:374 | T:14.89 | H:51.021 | P:1020.19 | GAS:6774.4 | PM25:2.9 | PM10:5.6
506s | CO:3.3309810120523182 | NO2:0.4914902565628534 | NH3:0.10830521767214617 | CO2:374 | T:14.9 | H:50.998 | P:1020.2 | GAS:6799.7 | PM25:2.9 | PM10:5.5
507s | CO:3.3530543712968983 | NO2:0.49050801243299486 | NH3:0.10875064069400638 | CO2:374 | T:14.9 | H:51.121 | P:1020.21 | GAS:6766.0 | PM25:2.9 | PM10:5.0
508s | CO:3.3530543712968983 | NO2:0.49050801243299486 | NH3:0.10875064069400638 | CO2:363 | T:14.9 | H:51.145 | P:1020.21 | GAS:6761.8 | PM25:2.9 | PM10:5.5
509s | CO:3.342011042099268 | NO2:0.5014050456001443 | NH3:0.10697530185923228 | CO2:363 | T:14.91 | H:51.195 | P:1020.22 | GAS:6791.2 | PM25:2.9 | PM10:5.5
510s | CO:3.375180936766778 | NO2:0.4914902565628534 | NH3:0.11099369262918718 | CO2:363 | T:14.92 | H:51.246 | P:1020.22 | GAS:6761.8 | PM25:3.0 | PM10:5.5
511s | CO:3.364111002039815 | NO2:0.49050801243299486 | NH3:0.11099369262918718 | CO2:363 | T:14.91 | H:51.256 | P:1020.23 | GAS:6782.8 | PM25:3.1 | PM10:5.5
512s | CO:3.364111002039815 | NO2:0.49198200320014157 | NH3:0.11054295333953883 | CO2:363 | T:14.91 | H:51.269 | P:1020.23 | GAS:6799.7 | PM25:3.1 | PM10:5.5
513s | CO:3.286993837037495 | NO2:0.5039102813740209 | NH3:0.10609397382485335 | CO2:366 | T:14.9 | H:51.268 | P:1020.24 | GAS:6787.0 | PM25:3.1 | PM10:5.5
514s | CO:3.3089608400542603 | NO2:0.502405854074396 | NH3:0.10697530185923228 | CO2:366 | T:14.9 | H:51.219 | P:1020.24 | GAS:6787.0 | PM25:3.1 | PM10:5.3
515s | CO:3.375180936766778 | NO2:0.4895274303067399 | NH3:0.1128073304040187 | CO2:366 | T:14.89 | H:51.18 | P:1020.24 | GAS:6778.6 | PM25:3.1 | PM10:5.3
516s | CO:3.3862641779605536 | NO2:0.4895274303067399 | NH3:0.11326341604748252 | CO2:366 | T:14.89 | H:51.205 | P:1020.23 | GAS:6803.9 | PM25:3.2 | PM10:5.7
517s | CO:3.375180936766778 | NO2:0.4900175138831711 | NH3:0.11417880727007282 | CO2:366 | T:14.89 | H:51.18 | P:1020.23 | GAS:6782.8 | PM25:3.3 | PM10:6.3
519s | CO:3.375180936766778 | NO2:0.5029069006789638 | NH3:0.10964467051306807 | CO2:365 | T:14.89 | H:51.217 | P:1020.23 | GAS:6816.7 | PM25:3.3 | PM10:6.4
520s | CO:3.4307302585866064 | NO2:0.49050801243299486 | NH3:0.11417880727007282 | CO2:365 | T:14.89 | H:51.303 | P:1020.23 | GAS:6766.0 | PM25:3.4 | PM10:6.8
521s | CO:3.4530432054506095 | NO2:0.49198200320014157 | NH3:0.11417880727007282 | CO2:365 | T:14.9 | H:51.39 | P:1020.22 | GAS:6774.4 | PM25:3.4 | PM10:6.9
522s | CO:3.4530432054506095 | NO2:0.49296674826929776 | NH3:0.11509849986591707 | CO2:365 | T:14.9 | H:51.415 | P:1020.21 | GAS:6745.1 | PM25:3.4 | PM10:6.9
523s | CO:3.475409452599649 | NO2:0.49444700333608116 | NH3:0.11509849986591707 | CO2:365 | T:14.9 | H:51.366 | P:1020.21 | GAS:6774.4 | PM25:3.4 | PM10:6.9
524s | CO:3.1887998363275694 | NO2:0.5702253459766348 | NH3:0.09501687928027956 | CO2:367 | T:14.91 | H:51.33 | P:1020.21 | GAS:6770.2 | PM25:3.4 | PM10:6.0
525s | CO:3.588041013624671 | NO2:0.5034083762617888 | NH3:0.11695082834581354 | CO2:367 | T:14.91 | H:51.269 | P:1020.21 | GAS:6787.0 | PM25:3.4 | PM10:6.0
526s | CO:3.542828226995322 | NO2:0.5059222081731188 | NH3:0.11602250361794562 | CO2:367 | T:14.93 | H:51.442 | P:1020.21 | GAS:6787.0 | PM25:3.5 | PM10:6.2
527s | CO:3.4530432054506095 | NO2:0.5259065137970099 | NH3:0.11009327970121924 | CO2:367 | T:14.95 | H:52.339 | P:1020.21 | GAS:6749.3 | PM25:3.5 | PM10:6.3
528s | CO:3.375180936766778 | NO2:0.5558210970606251 | NH3:0.1000421718176253 | CO2:367 | T:14.98 | H:53.091 | P:1020.21 | GAS:6736.8 | PM25:3.5 | PM10:6.1
529s | CO:3.4307302585866064 | NO2:0.543355268538802 | NH3:0.10919712457620093 | CO2:493 | T:15.0 | H:53.069 | P:1020.22 | GAS:6728.5 | PM25:3.6 | PM10:6.4
530s | CO:3.397360728147658 | NO2:0.555273774236369 | NH3:0.10697530185923228 | CO2:493 | T:15.03 | H:53.121 | P:1020.22 | GAS:6753.5 | PM25:3.7 | PM10:6.6
531s | CO:3.4418800708807953 | NO2:0.5417479803036043 | NH3:0.1114454987736022 | CO2:493 | T:15.06 | H:54.546 | P:1020.23 | GAS:6707.8 | PM25:3.7 | PM10:6.5
532s | CO:3.5203019395778523 | NO2:0.5253856038211717 | NH3:0.11835143883834918 | CO2:493 | T:15.09 | H:54.549 | P:1020.23 | GAS:6753.5 | PM25:3.7 | PM10:6.4
533s | CO:3.4084705898981844 | NO2:0.5520000858680145 | NH3:0.11099369262918718 | CO2:493 | T:15.12 | H:54.847 | P:1020.23 | GAS:6724.3 | PM25:3.8 | PM10:6.3
535s | CO:3.576717782516287 | NO2:0.5243451457256412 | NH3:0.12070753469754356 | CO2:486 | T:15.15 | H:54.826 | P:1020.24 | GAS:6724.3 | PM25:3.8 | PM10:6.3
536s | CO:3.5203019395778523 | NO2:0.5233064994857406 | NH3:0.12213429410648015 | CO2:486 | T:15.17 | H:53.934 | P:1020.24 | GAS:6707.8 | PM25:3.7 | PM10:6.3
537s | CO:3.509058811390692 | NO2:0.5259065137970099 | NH3:0.12165761288907852 | CO2:486 | T:15.18 | H:53.188 | P:1020.24 | GAS:6740.9 | PM25:3.7 | PM10:6.3
538s | CO:3.4418800708807953 | NO2:0.5602173669272708 | NH3:0.11417880727007282 | CO2:486 | T:15.2 | H:52.578 | P:1020.24 | GAS:6749.3 | PM25:3.7 | PM10:6.3
539s | CO:3.542828226995322 | NO2:0.5306152387954222 | NH3:0.12261207174905918 | CO2:486 | T:15.2 | H:52.137 | P:1020.23 | GAS:6753.5 | PM25:3.7 | PM10:6.3
540s | CO:3.4866125708759887 | NO2:0.5295656499117499 | NH3:0.12261207174905918 | CO2:480 | T:15.21 | H:51.88 | P:1020.23 | GAS:6766.0 | PM25:3.7 | PM10:6.2
541s | CO:3.464219665081074 | NO2:0.5290415441765304 | NH3:0.12309094707778849 | CO2:480 | T:15.22 | H:51.514 | P:1020.22 | GAS:6761.8 | PM25:3.8 | PM10:6.2
542s | CO:3.475409452599649 | NO2:0.5290415441765304 | NH3:0.1235709213559674 | CO2:480 | T:15.22 | H:51.501 | P:1020.22 | GAS:6753.5 | PM25:3.7 | PM10:6.4
543s | CO:3.4307302585866064 | NO2:0.5547269405299184 | NH3:0.11326341604748252 | CO2:480 | T:15.23 | H:51.343 | P:1020.22 | GAS:6770.2 | PM25:3.6 | PM10:6.4
544s | CO:3.509058811390692 | NO2:0.5311407231510731 | NH3:0.12453417182552431 | CO2:480 | T:15.24 | H:51.246 | P:1020.21 | GAS:6766.0 | PM25:3.7 | PM10:6.5
545s | CO:3.531558410420048 | NO2:0.5311407231510731 | NH3:0.12550183331075854 | CO2:479 | T:15.24 | H:51.075 | P:1020.2 | GAS:6740.9 | PM25:3.8 | PM10:6.9
546s | CO:3.5203019395778523 | NO2:0.5300902145836904 | NH3:0.12453417182552431 | CO2:479 | T:15.25 | H:51.038 | P:1020.2 | GAS:6749.3 | PM25:3.9 | PM10:7.0
547s | CO:3.4530432054506095 | NO2:0.5602173669272708 | NH3:0.11602250361794562 | CO2:479 | T:15.26 | H:50.979 | P:1020.2 | GAS:6749.3 | PM25:3.9 | PM10:6.9
548s | CO:3.542828226995322 | NO2:0.5327199431387228 | NH3:0.1269616184947595 | CO2:479 | T:15.26 | H:50.966 | P:1020.19 | GAS:6757.6 | PM25:3.8 | PM10:6.7
550s | CO:3.4866125708759887 | NO2:0.5300902145836904 | NH3:0.12598732136729487 | CO2:479 | T:15.26 | H:50.966 | P:1020.18 | GAS:6745.1 | PM25:3.7 | PM10:6.0
551s | CO:3.4866125708759887 | NO2:0.5290415441765304 | NH3:0.12647391600207764 | CO2:478 | T:15.27 | H:50.918 | P:1020.16 | GAS:6766.0 | PM25:3.6 | PM10:5.9
552s | CO:3.497829022821816 | NO2:0.5290415441765304 | NH3:0.12647391600207764 | CO2:478 | T:15.28 | H:51.104 | P:1020.16 | GAS:6740.9 | PM25:3.5 | PM10:5.4
553s | CO:3.4530432054506095 | NO2:0.5613213718039352 | NH3:0.11882048019167175 | CO2:478 | T:15.29 | H:51.055 | P:1020.15 | GAS:6757.6 | PM25:3.5 | PM10:5.4
554s | CO:3.542828226995322 | NO2:0.5300902145836904 | NH3:0.1284313859519179 | CO2:478 | T:15.3 | H:50.922 | P:1020.14 | GAS:6745.1 | PM25:3.5 | PM10:5.4
555s | CO:3.5654079098628877 | NO2:0.5285178967760157 | NH3:0.12892353271966076 | CO2:478 | T:15.31 | H:51.647 | P:1020.14 | GAS:6749.3 | PM25:3.6 | PM10:5.8
556s | CO:3.644857662268877 | NO2:0.5253856038211717 | NH3:0.13090327565386006 | CO2:479 | T:15.33 | H:53.513 | P:1020.14 | GAS:6712.0 | PM25:3.8 | PM10:6.2
557s | CO:3.5203019395778523 | NO2:0.5471222611255572 | NH3:0.12261207174905918 | CO2:479 | T:15.35 | H:53.736 | P:1020.15 | GAS:6728.5 | PM25:3.9 | PM10:6.3
558s | CO:3.736460185258406 | NO2:0.5243451457256412 | NH3:0.13491658036505846 | CO2:479 | T:15.37 | H:55.197 | P:1020.15 | GAS:6683.2 | PM25:4.1 | PM10:6.4
559s | CO:3.599377606470061 | NO2:0.5207177797631386 | NH3:0.13542331451028194 | CO2:479 | T:15.38 | H:54.402 | P:1020.15 | GAS:6753.5 | PM25:4.1 | PM10:6.5
560s | CO:3.5541113924228838 | NO2:0.5196854378876495 | NH3:0.13542331451028194 | CO2:479 | T:15.39 | H:53.373 | P:1020.15 | GAS:6753.5 | PM25:4.2 | PM10:6.9
561s | CO:3.5654079098628877 | NO2:0.5181402811923469 | NH3:0.1364401780101023 | CO2:478 | T:15.4 | H:52.737 | P:1020.14 | GAS:6740.9 | PM25:4.2 | PM10:6.8
562s | CO:3.464219665081074 | NO2:0.5253856038211717 | NH3:0.12647391600207764 | CO2:478 | T:15.41 | H:52.309 | P:1020.14 | GAS:6749.3 | PM25:4.2 | PM10:6.7
563s | CO:3.576717782516287 | NO2:0.5160863126211785 | NH3:0.13900220413042802 | CO2:478 | T:15.43 | H:52.802 | P:1020.14 | GAS:6707.8 | PM25:4.4 | PM10:7.0
565s | CO:3.5654079098628877 | NO2:0.5135288290861584 | NH3:0.14003498954495402 | CO2:478 | T:15.44 | H:53.098 | P:1020.14 | GAS:6707.8 | PM25:4.6 | PM10:7.4
566s | CO:3.6107275643747845 | NO2:0.5104743875102244 | NH3:0.1415927458087445 | CO2:478 | T:15.45 | H:52.424 | P:1020.14 | GAS:6703.7 | PM25:4.9 | PM10:7.8
567s | CO:3.4530432054506095 | NO2:0.5295656499117499 | NH3:0.13090327565386006 | CO2:477 | T:15.46 | H:51.898 | P:1020.14 | GAS:6728.5 | PM25:5.0 | PM10:8.6
568s | CO:3.542828226995322 | NO2:0.5264278785174803 | NH3:0.13340315248859297 | CO2:477 | T:15.47 | H:51.604 | P:1020.13 | GAS:6757.6 | PM25:5.3 | PM10:8.8
569s | CO:3.62209089070127 | NO2:0.5064262692327638 | NH3:0.1468600504674998 | CO2:477 | T:15.48 | H:51.299 | P:1020.12 | GAS:6732.6 | PM25:5.6 | PM10:9.1
570s | CO:3.633467588851908 | NO2:0.5069307631486218 | NH3:0.14579734544489154 | CO2:477 | T:15.48 | H:50.919 | P:1020.11 | GAS:6732.6 | PM25:5.7 | PM10:9.3
571s | CO:3.62209089070127 | NO2:0.5064262692327638 | NH3:0.14579734544489154 | CO2:477 | T:15.49 | H:50.711 | P:1020.11 | GAS:6745.1 | PM25:5.9 | PM10:9.4
572s | CO:3.531558410420048 | NO2:0.5295656499117499 | NH3:0.13340315248859297 | CO2:477 | T:15.49 | H:50.502 | P:1020.11 | GAS:6740.9 | PM25:6.1 | PM10:10.9
573s | CO:3.7134791810988923 | NO2:0.5114907792760095 | NH3:0.14632811814752053 | CO2:477 | T:15.49 | H:50.392 | P:1020.12 | GAS:6787.0 | PM25:6.1 | PM10:11.0
574s | CO:3.969225272155538 | NO2:0.5135288290861584 | NH3:0.1484628188975408 | CO2:477 | T:15.5 | H:50.344 | P:1020.11 | GAS:6766.0 | PM25:6.3 | PM10:10.8
575s | CO:4.0046046461256735 | NO2:0.516599137891058 | NH3:0.14953715455153976 | CO2:477 | T:15.51 | H:50.333 | P:1020.1 | GAS:6778.6 | PM25:6.3 | PM10:10.9
